vres,rep,update,partner,donate_calls,donated,earned,task_NOT,task_NAND,task_AND,task_ORN,task_OR,task_ANDN,task_NOR,task_XOR,task_EQU
10,16,10000,host,0,0,0,2.0178e+06,2724,518,582,515,211,152,0,0
10,16,10000,symbiont,1658683,391629,2.27348e+06,425365,3437,449,588,514,246,172,0,0
10,16,15000,host,0,0,0,1.71442e+06,2382,394,633,513,247,183,0,0
10,16,15000,symbiont,3807335,740333,3.78605e+06,717873,6352,502,775,692,301,216,1,1
10,16,20000,host,0,0,0,1.58486e+06,3315,430,633,529,273,186,0,0
10,16,20000,symbiont,4961265,914893,4.42546e+06,834122,11590,599,988,826,318,266,2,0
10,16,25000,host,0,0,0,1.52095e+06,5247,456,792,593,283,238,0,0
10,16,25000,symbiont,5782145,1.06132e+06,4.7103e+06,882976,14856,632,982,950,424,293,2,0
10,16,30000,host,0,0,0,1.40769e+06,10519,498,983,842,359,298,1,0
10,16,30000,symbiont,6590619,1.22173e+06,4.83814e+06,891032,15276,865,1504,1180,564,450,2,0
10,16,35000,host,0,0,0,1.29639e+06,14304,610,1056,899,408,362,2,0
10,16,35000,symbiont,7192164,1.2916e+06,5.04708e+06,877692,16027,921,7731,1342,693,431,4,0
10,16,40000,host,0,0,0,1.2102e+06,15485,724,1205,991,510,392,1,0
10,16,40000,symbiont,7882703,1.27431e+06,4.96128e+06,857531,19516,928,7731,1311,706,421,2,2
10,16,45000,host,0,0,0,1.18658e+06,10214,835,1241,1126,545,457,3,0
10,16,45000,symbiont,8440128,1.34716e+06,4.8107e+06,836934,20765,2015,4448,1440,842,492,13,1
10,16,50000,host,0,0,0,1.15808e+06,12705,803,1419,1168,617,451,2,1
10,16,50000,symbiont,9012723,1.25936e+06,4.4618e+06,787042,18687,2312,1667,1490,825,540,9,3
10,16,55000,host,0,0,0,1.12739e+06,16303,916,1487,1317,691,480,6,1
10,16,55000,symbiont,9591356,1.28747e+06,4.51881e+06,778417,19985,1156,4704,1689,840,552,7,2
10,16,60000,host,0,0,0,1.04253e+06,16150,978,1677,1391,754,499,2,1
10,16,60000,symbiont,10488936,1.41163e+06,4.60364e+06,807918,18353,1142,3041,1734,914,577,5,0
10,16,65000,host,0,0,0,1.01438e+06,17282,1044,1744,1572,821,521,5,2
10,16,65000,symbiont,11524392,1.50287e+06,4.72244e+06,813871,18578,1335,4386,1878,994,625,10,0
10,16,70000,host,0,0,0,1.0074e+06,23690,1219,1916,1616,856,519,10,0
10,16,70000,symbiont,11746866,1.4831e+06,4.70192e+06,787353,24847,1326,6131,1991,1038,617,8,1
10,16,75000,host,0,0,0,1.00893e+06,30811,1654,1873,1648,894,555,7,3
10,16,75000,symbiont,12205701,1.44917e+06,4.63932e+06,743316,30404,1446,8846,2048,1124,639,17,1
10,16,80000,host,0,0,0,1.01405e+06,37879,1185,2208,1786,976,594,18,0
10,16,80000,symbiont,12792296,1.39803e+06,4.3299e+06,712037,27664,1856,4825,2074,1202,624,14,0
10,16,85000,host,0,0,0,1.00636e+06,45947,1329,4051,1876,978,614,16,1
10,16,85000,symbiont,13497994,1.4088e+06,4.05539e+06,662994,29092,2238,3272,2307,1153,600,7,2
10,16,90000,host,0,0,0,982270,50574,1492,5226,2119,1144,689,14,2
10,16,90000,symbiont,14741248,1.49821e+06,4.21718e+06,672270,33046,1942,5667,2306,1206,641,13,2
10,16,95000,host,0,0,0,960561,54097,1504,5022,2188,1255,704,20,3
10,16,95000,symbiont,15452348,1.55326e+06,4.25722e+06,686239,31678,1848,4427,2535,1387,626,15,1
10,16,100000,host,0,0,0,933060,61520,1603,4801,2343,1265,693,24,3
10,16,100000,symbiont,15889788,1.6507e+06,4.17784e+06,659154,34247,3369,4234,2380,1350,653,22,1
10,16,105000,host,0,0,0,911824,59477,1635,7423,2596,1288,723,25,4
10,16,105000,symbiont,15850475,1.80039e+06,4.28784e+06,648385,44303,5887,4315,2462,1334,677,21,3
10,16,110000,host,0,0,0,888426,62859,2005,46471,3699,1375,736,20,1
10,16,110000,symbiont,15574021,1.8074e+06,4.25116e+06,639327,47481,4611,4835,2698,1351,695,22,2
10,16,115000,host,0,0,0,778837,103048,2049,926755,6257,1119,7371,41,9
10,16,115000,symbiont,7230827,804025,1.91252e+06,270416,21593,4220,2647,1069,614,256,10,2
10,16,120000,host,0,0,0,130376,20065,391,291566,864,245,154,9,4
10,16,120000,symbiont,1335373,23022,36475,4600,764,126,24,19,19,2,2,0
10,16,125000,host,0,0,0,125034,19795,356,250271,22180,262,158,12,3
10,16,125000,symbiont,685246,4380,13335,2097,17,14,11,16,7,0,0,0
10,16,130000,host,0,0,0,135425,14679,364,237033,28445,274,179,7,5
10,16,130000,symbiont,295763,2445,9690,1396,6,11,8,8,12,2,0,0
10,16,135000,host,0,0,0,122741,15955,1041,261452,16732,272,150,11,1
10,16,135000,symbiont,184115,0,5325,714,15,1,5,5,11,1,0,0
10,16,140000,host,0,0,0,101985,17371,430,275101,11517,279,105,15,8
10,16,140000,symbiont,83945,1,3750,656,3,1,1,1,2,1,0,0
10,16,145000,host,0,0,0,108116,17786,1083,273921,11335,241,160,10,6
10,16,145000,symbiont,66297,60,810,82,0,0,0,1,4,0,0,0
10,16,150000,host,0,0,0,80976,15344,271,300140,699,225,102,9,4
10,16,150000,symbiont,48719,0,80,0,0,0,0,0,1,0,0,0
10,16,155000,host,0,0,0,111184,28774,406,293968,678,318,153,21,2
10,16,155000,symbiont,17516,0,0,0,0,0,0,0,0,0,0,0
10,16,160000,host,0,0,0,115305,25930,336,293531,820,324,157,36,1
10,16,160000,symbiont,6120,0,0,0,0,0,0,0,0,0,0,0
10,16,165000,host,0,0,0,96830,19549,364,296242,1126,306,157,19,2
10,16,165000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
10,16,170000,host,0,0,0,67915,9862,236,303170,361,178,123,6,2
10,16,170000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
10,16,175000,host,0,0,0,62416,11416,193,303801,343,154,115,18,1
10,16,175000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
10,16,180000,host,0,0,0,84203,14859,865,299636,409,213,124,9,4
10,16,180000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
10,16,185000,host,0,0,0,98984,17120,281,296732,1025,226,139,22,3
10,16,185000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
10,16,190000,host,0,0,0,81213,6834,171,300869,845,201,149,7,1
10,16,190000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
10,16,195000,host,0,0,0,77217,6795,195,299014,644,171,849,3,2
10,16,195000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
10,16,200000,host,0,0,0,83023,6791,203,296357,927,164,1165,30,2
10,16,200000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
10,17,0,host,0,0,0,0,0,0,0,0,0,0,0,0
10,17,0,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
10,17,5000,host,0,0,0,2.39392e+06,1994,717,640,752,191,150,0,0
10,17,5000,symbiont,133291,24983,381600,55429,498,432,415,415,152,143,0,0
10,17,10000,host,0,0,0,2.06093e+06,3558,491,621,529,229,172,0,0
10,17,10000,symbiont,1525302,330849,2.04748e+06,384557,2184,407,514,415,212,168,1,0
10,17,15000,host,0,0,0,1.72556e+06,6600,351,584,498,185,160,0,0
10,17,15000,symbiont,3507153,700902,3.72392e+06,707528,6578,493,849,617,264,184,2,0
10,17,20000,host,0,0,0,1.60006e+06,8113,370,673,510,227,198,0,0
10,17,20000,symbiont,4911818,873524,4.33074e+06,813523,11856,628,999,836,380,262,4,0
10,17,25000,host,0,0,0,1.51607e+06,9370,437,1489,706,314,253,3,0
10,17,25000,symbiont,5777468,1.0433e+06,4.60779e+06,851134,13886,745,1909,1012,471,348,12,2
10,17,30000,host,0,0,0,1.38557e+06,12761,479,3960,718,334,300,1,0
10,17,30000,symbiont,6495903,1.15052e+06,4.69688e+06,863721,17584,867,1334,1177,592,375,5,0
10,17,35000,host,0,0,0,1.29066e+06,15332,610,10627,932,474,354,6,2
10,17,35000,symbiont,7208312,1.17576e+06,4.62358e+06,842334,18175,901,1791,1200,647,397,11,1
10,17,40000,host,0,0,0,1.24495e+06,24736,804,49173,2171,636,481,7,4
10,17,40000,symbiont,7884152,1.17468e+06,4.47725e+06,812870,13876,1050,1616,1366,683,451,5,0
10,17,45000,host,0,0,0,375356,19130,671,251380,715,290,208,7,1
10,17,45000,symbiont,6459775,289602,1.05482e+06,187666,2832,216,914,323,171,112,0,1
10,17,50000,host,0,0,0,169633,18803,1198,282831,695,291,171,12,4
10,17,50000,symbiont,3176064,36895,158900,28158,63,40,137,77,33,12,0,0
10,17,55000,host,0,0,0,131457,20258,1224,288587,1425,289,141,12,4
10,17,55000,symbiont,1509216,14390,64785,11723,21,26,42,19,14,5,0,0
10,17,60000,host,0,0,0,126606,30504,3415,278285,5249,290,154,26,5
10,17,60000,symbiont,831192,20860,54035,9879,16,16,18,16,10,7,0,0
10,17,65000,host,0,0,0,110477,30860,399,289831,2301,268,141,19,9
10,17,65000,symbiont,380156,11806,28585,5516,12,1,7,5,4,0,0,0
10,17,70000,host,0,0,0,94045,21264,325,297270,511,278,137,16,1
10,17,70000,symbiont,191362,3640,15015,2943,4,0,3,0,0,1,0,0
10,17,75000,host,0,0,0,65986,14532,254,302878,378,175,79,6,4
10,17,75000,symbiont,108860,0,70,14,0,0,0,0,0,0,0,0
10,17,80000,host,0,0,0,78170,11100,315,301260,503,244,130,13,3
10,17,80000,symbiont,52599,0,0,0,0,0,0,0,0,0,0,0
10,17,85000,host,0,0,0,78489,10974,351,301242,507,244,127,9,0
10,17,85000,symbiont,5705,0,0,0,0,0,0,0,0,0,0,0
10,17,90000,host,0,0,0,89941,12685,331,299354,547,224,137,12,2
10,17,90000,symbiont,2837,0,0,0,0,0,0,0,0,0,0,0
10,17,95000,host,0,0,0,101922,14899,362,297246,547,244,174,11,4
10,17,95000,symbiont,2875,0,0,0,0,0,0,0,0,0,0,0
10,17,100000,host,0,0,0,133898,16857,571,292141,726,353,161,10,7
10,17,100000,symbiont,1245,0,0,0,0,0,0,0,0,0,0,0
10,17,105000,host,0,0,0,131612,12949,450,293251,720,324,153,3,2
10,17,105000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
10,17,110000,host,0,0,0,124319,15211,567,293806,681,354,121,4,1
10,17,110000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
10,17,115000,host,0,0,0,135874,16999,797,291380,788,402,144,9,4
10,17,115000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
10,17,120000,host,0,0,0,95790,11391,490,298254,635,294,126,5,0
10,17,120000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
10,17,125000,host,0,0,0,84349,10675,353,300149,552,298,133,5,4
10,17,125000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
10,17,130000,host,0,0,0,74053,9869,314,302043,438,230,117,2,8
10,17,130000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
10,17,135000,host,0,0,0,69538,7325,289,303113,463,211,100,5,6
10,17,135000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
10,17,140000,host,0,0,0,79863,9126,326,301404,469,229,102,4,6
10,17,140000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
10,17,145000,host,0,0,0,91231,9598,346,299691,470,254,125,3,3
10,17,145000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
10,17,150000,host,0,0,0,66321,3417,284,304227,362,204,79,1,0
10,17,150000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
10,17,155000,host,0,0,0,56354,4248,194,305625,328,178,72,2,4
10,17,155000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
10,17,160000,host,0,0,0,44853,5608,173,307239,237,142,75,0,12
10,17,160000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
10,17,165000,host,0,0,0,58441,8632,207,305046,293,125,79,5,7
10,17,165000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
10,17,170000,host,0,0,0,68027,12403,274,303052,372,195,58,8,7
10,17,170000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
10,17,175000,host,0,0,0,54216,7971,221,305549,309,154,84,6,13
10,17,175000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
10,17,180000,host,0,0,0,63055,12759,289,303354,470,193,96,11,7
10,17,180000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
10,17,185000,host,0,0,0,65201,13337,233,303311,355,184,99,8,5
10,17,185000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
10,17,190000,host,0,0,0,68144,13547,293,302427,460,228,121,13,3
10,17,190000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
10,17,195000,host,0,0,0,57102,9135,240,304723,407,155,113,5,1
10,17,195000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
10,17,200000,host,0,0,0,65960,11125,740,302789,398,180,102,14,2
10,17,200000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
10,18,0,host,0,0,0,0,0,0,0,0,0,0,0,0
10,18,0,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
10,18,5000,host,0,0,0,2.38374e+06,1045,716,650,690,199,168,0,0
10,18,5000,symbiont,110247,24752,439230,64779,1675,459,464,460,163,128,0,0
10,18,10000,host,0,0,0,2.01791e+06,1651,461,650,498,201,156,0,0
10,18,10000,symbiont,1625724,315737,2.28016e+06,427227,4102,397,542,498,219,182,0,0
10,18,15000,host,0,0,0,1.70273e+06,2104,391,685,439,223,159,0,0
10,18,15000,symbiont,3506262,710856,3.85462e+06,731466,6013,511,800,694,293,230,1,0
10,18,20000,host,0,0,0,1.58921e+06,5784,391,955,578,239,182,1,0
10,18,20000,symbiont,4562251,925376,4.3804e+06,824551,12669,581,995,799,337,257,2,0
10,18,25000,host,0,0,0,1.51539e+06,6446,493,1019,660,325,257,0,0
10,18,25000,symbiont,5157922,1.01891e+06,4.61729e+06,854485,20593,738,1051,982,458,342,5,0
10,18,30000,host,0,0,0,1.38563e+06,6792,525,1092,853,372,327,1,0
10,18,30000,symbiont,6056589,1.02756e+06,4.57388e+06,839053,20235,798,1276,1160,521,366,7,1
10,18,35000,host,0,0,0,1.2927e+06,8677,633,1161,858,441,342,0,0
10,18,35000,symbiont,6693182,1.01601e+06,4.52448e+06,822342,25194,841,1131,1210,611,387,2,0
10,18,40000,host,0,0,0,1.20815e+06,9364,690,1282,1001,461,383,6,1
10,18,40000,symbiont,7378536,1.07888e+06,4.446e+06,800179,26453,934,1323,1259,671,412,10,2
10,18,45000,host,0,0,0,1.13949e+06,11445,796,1296,1097,592,427,5,0
10,18,45000,symbiont,8223262,1.26907e+06,4.57012e+06,814756,24844,1074,2161,1388,710,453,13,1
10,18,50000,host,0,0,0,1.0884e+06,16057,843,1438,1330,615,453,3,0
10,18,50000,symbiont,8780097,1.37648e+06,4.58967e+06,816476,23130,1171,2322,1460,773,448,10,0
10,18,55000,host,0,0,0,1.06022e+06,25321,853,1654,1263,681,443,3,1
10,18,55000,symbiont,9129363,1.39133e+06,4.46364e+06,780534,24057,1174,2605,1697,874,515,9,0
10,18,60000,host,0,0,0,1.04476e+06,32049,1035,2034,1559,751,512,7,0
10,18,60000,symbiont,10324088,1.36296e+06,4.3695e+06,757192,23940,1250,2742,1803,881,542,15,1
10,18,65000,host,0,0,0,998333,38458,1146,2320,1586,834,558,11,0
10,18,65000,symbiont,11009291,1.44858e+06,4.42024e+06,758155,27917,1339,3122,1793,966,549,18,0
10,18,70000,host,0,0,0,954817,40311,1192,2150,1669,908,518,21,1
10,18,70000,symbiont,11659024,1.40425e+06,4.46826e+06,764738,29939,1343,2749,1924,1028,581,11,1
10,18,75000,host,0,0,0,941784,39958,1280,2307,1844,960,541,16,0
10,18,75000,symbiont,12456217,1.45611e+06,4.43676e+06,757145,30376,1487,2010,2101,1150,603,17,0
10,18,80000,host,0,0,0,946219,39227,1401,3807,2000,1061,612,15,0
10,18,80000,symbiont,13385114,1.54679e+06,4.53844e+06,760386,33053,1559,3150,2222,1270,628,19,0
10,18,85000,host,0,0,0,968023,42357,1571,3585,2018,1134,688,10,0
10,18,85000,symbiont,14313322,1.73795e+06,5.18693e+06,764804,50158,2037,4678,2425,6683,688,22,4
10,18,90000,host,0,0,0,969870,45091,1600,5676,2368,1163,707,11,0
10,18,90000,symbiont,16980943,3.45468e+06,1.05246e+07,699568,173918,3521,5109,3148,68000,672,73,3
10,18,95000,host,0,0,0,916166,41949,1643,7077,2356,1223,690,19,1
10,18,95000,symbiont,22969940,8.55694e+06,2.04579e+07,545517,380904,5684,5701,4346,186090,623,210,7
10,18,100000,host,0,0,0,429093,18235,861,2848,1146,530,280,14,0
10,18,100000,symbiont,29940622,6.70023e+06,1.70194e+07,227334,260992,3059,4636,6900,171048,450,110,2
10,18,105000,host,0,0,0,193382,9888,356,1017,497,262,120,6,0
10,18,105000,symbiont,32734305,4.48733e+06,1.13503e+07,96304,145627,754,3168,3318,122253,145,72,1
10,18,110000,host,0,0,0,215480,11390,369,1292,594,295,158,7,0
10,18,110000,symbiont,33771027,4.3414e+06,1.1204e+07,94578,151069,860,3306,1630,121863,153,43,4
10,18,115000,host,0,0,0,253182,11912,392,1968,640,334,147,2,0
10,18,115000,symbiont,34481617,5.17222e+06,1.09815e+07,109293,180034,1401,3141,2178,115279,203,71,7
10,18,120000,host,0,0,0,221778,10564,421,1480,627,332,135,3,0
10,18,120000,symbiont,36008933,5.52638e+06,1.11663e+07,95394,171880,1281,1649,1309,120786,161,68,2
10,18,125000,host,0,0,0,207593,11105,387,1268,609,331,133,0,1
10,18,125000,symbiont,36979027,5.62693e+06,1.12468e+07,92019,185454,2199,1547,1154,120904,118,80,2
10,18,130000,host,0,0,0,195811,8998,422,964,591,298,129,4,1
10,18,130000,symbiont,39064696,5.58739e+06,1.13295e+07,88919,205704,4746,2515,1247,119112,151,77,2
10,18,135000,host,0,0,0,176991,6389,396,624,599,316,114,1,0
10,18,135000,symbiont,40740898,5.23067e+06,1.1452e+07,79648,180324,4102,1637,1158,123983,107,67,4
10,18,140000,host,0,0,0,183098,7202,401,926,577,331,122,1,0
10,18,140000,symbiont,41496464,5.2642e+06,1.14046e+07,73199,183384,5359,1736,1137,122129,430,56,1
10,18,145000,host,0,0,0,153098,7915,381,643,522,283,110,0,0
10,18,145000,symbiont,43336606,5.10012e+06,1.15735e+07,63805,149725,5838,1398,1003,126942,535,61,1
10,18,150000,host,0,0,0,156906,7777,453,507,575,305,96,0,0
10,18,150000,symbiont,44604040,5.94552e+06,1.15545e+07,70943,184292,3260,1377,1193,125512,299,66,0
10,18,155000,host,0,0,0,111955,5128,293,500,503,242,85,0,0
10,18,155000,symbiont,46624107,6.73208e+06,1.18113e+07,58862,163969,833,929,5012,129182,71,71,1
10,18,160000,host,0,0,0,85650,4620,252,300,373,195,65,4,0
10,18,160000,symbiont,47088642,6.7392e+06,1.19706e+07,47640,145100,1314,693,2313,135690,65,54,1
10,18,165000,host,0,0,0,88177,3858,271,338,438,197,56,0,0
10,18,165000,symbiont,46252174,6.28854e+06,1.19575e+07,50091,167098,1473,852,1520,134214,173,67,3
10,18,170000,host,0,0,0,53920,3149,187,254,287,170,26,0,0
10,18,170000,symbiont,46029926,5.15243e+06,1.21572e+07,34828,119320,1864,1224,1291,140150,459,39,1
10,18,175000,host,0,0,0,45559,3648,187,189,256,139,28,0,1
10,18,175000,symbiont,45001237,4.95241e+06,1.2203e+07,32125,115840,3548,1196,1315,139570,831,51,1
10,18,180000,host,0,0,0,38366,2784,176,180,268,158,44,0,0
10,18,180000,symbiont,45793169,4.56993e+06,1.22397e+07,28217,107208,1364,1048,1262,143424,187,36,1
10,18,185000,host,0,0,0,37237,3027,209,187,262,162,25,1,0
10,18,185000,symbiont,46695333,4.94892e+06,1.22457e+07,30069,111299,568,1073,1323,143589,46,27,4
10,18,190000,host,0,0,0,28398,3432,164,167,208,145,19,0,0
10,18,190000,symbiont,47087170,4.24145e+06,1.22981e+07,26699,91356,429,578,1229,146209,53,42,3
10,18,195000,host,0,0,0,28783,2890,153,136,183,120,18,1,0
10,18,195000,symbiont,47747929,3.51395e+06,1.23043e+07,20644,82584,684,459,1006,147532,26,32,1
10,18,200000,host,0,0,0,31948,1022,190,143,240,159,28,3,1
10,18,200000,symbiont,48094470,4.45513e+06,1.2286e+07,26042,100247,1331,430,506,145855,35,37,1
10,19,0,host,0,0,0,0,0,0,0,0,0,0,0,0
10,19,0,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
10,19,5000,host,0,0,0,2.3791e+06,1304,652,634,747,192,128,0,0
10,19,5000,symbiont,139914,31184,480685,73076,463,437,509,477,161,152,0,0
10,19,10000,host,0,0,0,2.01131e+06,2692,483,565,575,239,161,0,0
10,19,10000,symbiont,1804004,347631,2.3041e+06,431441,3553,411,611,478,220,204,0,0
10,19,15000,host,0,0,0,1.68351e+06,2917,380,610,531,241,152,0,0
10,19,15000,symbiont,4106413,721119,3.94532e+06,740371,12142,556,1177,677,300,226,3,0
10,19,20000,host,0,0,0,1.57968e+06,7334,424,607,484,242,168,0,0
10,19,20000,symbiont,5334153,926688,4.44166e+06,829052,18130,586,1226,846,351,237,3,0
10,19,25000,host,0,0,0,1.55042e+06,9213,451,1404,653,265,241,0,0
10,19,25000,symbiont,6068669,1.0317e+06,4.4982e+06,834216,18251,723,1264,934,411,305,1,0
10,19,30000,host,0,0,0,1.41529e+06,13739,548,2009,780,357,297,0,0
10,19,30000,symbiont,6583725,1.06381e+06,4.50153e+06,825942,19268,826,1289,1151,515,348,8,2
10,19,35000,host,0,0,0,1.30749e+06,14217,544,2273,837,386,324,2,0
10,19,35000,symbiont,7306621,1.04601e+06,4.45894e+06,815890,14779,872,1426,1255,576,412,6,1
10,19,40000,host,0,0,0,1.20747e+06,15248,576,2614,896,420,297,4,0
10,19,40000,symbiont,7798683,1.13693e+06,4.59874e+06,824834,17114,995,2920,1270,703,456,10,0
10,19,45000,host,0,0,0,1.14668e+06,19492,698,4305,1035,506,351,6,0
10,19,45000,symbiont,8527927,1.3489e+06,5.28056e+06,840717,28746,1219,15792,1534,736,430,15,0
10,19,50000,host,0,0,0,1.09551e+06,23694,763,5515,1248,561,429,6,0
10,19,50000,symbiont,10125981,2.10553e+06,6.43359e+06,825949,34833,1534,40836,3573,867,478,18,1
10,19,55000,host,0,0,0,1.05967e+06,25459,904,4415,1269,693,483,8,1
10,19,55000,symbiont,11555338,2.39307e+06,6.90985e+06,787274,39720,1900,58458,2539,978,473,20,1
10,19,60000,host,0,0,0,1.04016e+06,24887,1116,2674,1392,769,515,6,1
10,19,60000,symbiont,12721321,2.7135e+06,7.46626e+06,748623,43557,1893,76507,2459,1032,533,16,7
10,19,65000,host,0,0,0,990063,26575,1515,3646,1553,833,549,6,0
10,19,65000,symbiont,14446557,3.35462e+06,7.85689e+06,720539,55775,2403,86720,2676,1210,587,17,9
10,19,70000,host,0,0,0,912264,30970,1588,8506,1573,798,526,5,0
10,19,70000,symbiont,16160644,4.3052e+06,9.53018e+06,633761,74298,3603,129916,3528,3489,526,16,11
10,19,75000,host,0,0,0,660891,31328,988,3756,1009,553,304,8,0
10,19,75000,symbiont,18358934,3.50095e+06,8.67748e+06,486386,65310,1822,126436,2908,6587,297,21,7
10,19,80000,host,0,0,0,567593,30542,825,3379,931,520,302,9,0
10,19,80000,symbiont,20117660,4.23959e+06,9.17784e+06,418077,68180,1939,149533,2501,5832,282,31,7
10,19,85000,host,0,0,0,414932,22135,715,2236,890,545,238,2,1
10,19,85000,symbiont,21844585,4.99206e+06,1.00457e+07,358380,72499,1832,176103,2065,7523,251,23,5
10,19,90000,host,0,0,0,329730,18125,565,2060,816,508,207,6,0
10,19,90000,symbiont,23958812,5.3063e+06,1.05186e+07,296173,71743,1771,190678,2061,10089,303,31,13
10,19,95000,host,0,0,0,267840,19211,493,1502,741,432,185,4,0
10,19,95000,symbiont,26077816,6.60561e+06,1.08636e+07,271740,71088,1556,213039,1890,5161,253,27,19
10,19,100000,host,0,0,0,193528,12878,437,1322,720,436,111,4,1
10,19,100000,symbiont,27500774,7.72653e+06,1.12877e+07,265051,62547,1829,226051,2029,4602,290,37,28
10,19,105000,host,0,0,0,160854,9448,415,703,615,392,109,2,0
10,19,105000,symbiont,29563853,8.29325e+06,1.15063e+07,268362,58288,1623,235320,1796,3170,271,31,21
10,19,110000,host,0,0,0,142573,7021,409,671,544,373,102,3,0
10,19,110000,symbiont,30516443,8.57525e+06,1.16198e+07,288480,51954,1554,239353,1741,1642,296,37,19
10,19,115000,host,0,0,0,141910,8849,390,673,616,424,112,4,0
10,19,115000,symbiont,31008773,8.86539e+06,1.16042e+07,351645,55888,1265,230764,1963,1309,374,24,21
10,19,120000,host,0,0,0,91653,4313,374,587,538,348,102,1,0
10,19,120000,symbiont,33311002,8.37912e+06,1.18964e+07,307490,50315,1604,246144,1471,850,347,28,18
10,19,125000,host,0,0,0,59786,4300,304,421,522,307,56,1,0
10,19,125000,symbiont,35163309,7.34695e+06,1.20776e+07,284015,45904,1688,254799,1407,716,277,23,8
10,19,130000,host,0,0,0,48643,5948,300,458,523,328,49,2,0
10,19,130000,symbiont,37091330,8.35124e+06,1.21218e+07,278512,47006,968,255943,1693,1116,279,34,13
10,19,135000,host,0,0,0,30631,6434,225,304,435,274,38,4,0
10,19,135000,symbiont,41538470,7.65609e+06,1.2231e+07,203694,36945,726,271919,1180,613,232,19,13
10,19,140000,host,0,0,0,25055,4466,229,363,414,258,29,3,0
10,19,140000,symbiont,41489175,7.35633e+06,1.22709e+07,200385,38295,751,271966,1768,624,236,15,5
10,19,145000,host,0,0,0,19078,2266,196,254,332,223,19,1,0
10,19,145000,symbiont,41167505,7.68752e+06,1.23289e+07,180539,36220,626,278421,873,519,188,20,9
10,19,150000,host,0,0,0,12420,2401,185,220,239,214,19,3,0
10,19,150000,symbiont,41716745,7.66123e+06,1.23714e+07,171552,35173,568,280675,871,496,229,15,7
10,19,155000,host,0,0,0,9234,2435,144,157,217,175,18,1,0
10,19,155000,symbiont,43815756,7.81647e+06,1.2396e+07,142169,29375,536,285192,1383,428,166,21,5
