vert,ht_res,vt_res,rep,update,partner,donate_calls,donated,earned,steal_calls,stolen,mutualism,attempts_horiz,success_horiz,attempts_vert,task_NOT,task_NAND,task_AND,task_ORN,task_OR,task_ANDN,task_NOR,task_XOR,task_EQU
No symbiont,100,50,12,55000,host,0,0,0,NA,NA,NA,NA,NA,NA,609575,2352,68,215,85,11,4,0,0
No symbiont,100,50,12,60000,host,0,0,0,NA,NA,NA,NA,NA,NA,618318,2158,48,124,98,16,12,0,0
No symbiont,100,50,12,65000,host,0,0,0,NA,NA,NA,NA,NA,NA,639766,2957,61,89,81,24,9,0,0
No symbiont,100,50,12,70000,host,0,0,0,NA,NA,NA,NA,NA,NA,651673,2624,96,116,115,19,10,0,0
No symbiont,100,50,12,75000,host,0,0,0,NA,NA,NA,NA,NA,NA,665338,2477,96,108,142,32,13,0,0
No symbiont,100,50,12,80000,host,0,0,0,NA,NA,NA,NA,NA,NA,676143,4155,113,120,141,44,17,0,0
No symbiont,100,50,12,85000,host,0,0,0,NA,NA,NA,NA,NA,NA,698080,8647,110,512,153,32,7,0,0
No symbiont,100,50,12,90000,host,0,0,0,NA,NA,NA,NA,NA,NA,720146,13027,166,1441,183,56,24,0,0
No symbiont,100,50,12,95000,host,0,0,0,NA,NA,NA,NA,NA,NA,744894,16719,609,2013,222,52,28,0,0
No symbiont,100,50,12,100000,host,0,0,0,NA,NA,NA,NA,NA,NA,745113,18051,184,3487,252,66,22,3,0
No symbiont,100,50,12,105000,host,0,0,0,NA,NA,NA,NA,NA,NA,780194,20470,222,4701,269,63,30,3,0
No symbiont,100,50,12,110000,host,0,0,0,NA,NA,NA,NA,NA,NA,803486,26860,312,4942,288,78,30,4,0
No symbiont,100,50,12,115000,host,0,0,0,NA,NA,NA,NA,NA,NA,827692,30205,331,5646,333,99,23,0,0
No symbiont,100,50,12,120000,host,0,0,0,NA,NA,NA,NA,NA,NA,839339,33252,349,5902,343,92,38,1,0
No symbiont,100,50,12,125000,host,0,0,0,NA,NA,NA,NA,NA,NA,831993,40183,310,6850,397,124,45,2,1
No symbiont,100,50,12,130000,host,0,0,0,NA,NA,NA,NA,NA,NA,840069,40219,286,4836,371,129,29,2,0
No symbiont,100,50,12,135000,host,0,0,0,NA,NA,NA,NA,NA,NA,840969,41451,580,4679,401,114,42,3,0
No symbiont,100,50,12,140000,host,0,0,0,NA,NA,NA,NA,NA,NA,863381,39033,339,3986,450,124,37,2,2
No symbiont,100,50,12,145000,host,0,0,0,NA,NA,NA,NA,NA,NA,848737,39757,317,6776,391,127,37,0,0
No symbiont,100,50,12,150000,host,0,0,0,NA,NA,NA,NA,NA,NA,826728,44661,455,8894,429,155,51,1,0
No symbiont,100,50,12,155000,host,0,0,0,NA,NA,NA,NA,NA,NA,845464,54684,1239,10546,443,131,56,2,0
No symbiont,100,50,12,160000,host,0,0,0,NA,NA,NA,NA,NA,NA,849900,55725,1024,16190,435,141,57,3,0
No symbiont,100,50,12,165000,host,0,0,0,NA,NA,NA,NA,NA,NA,875624,62039,894,27304,494,191,75,2,1
No symbiont,100,50,12,170000,host,0,0,0,NA,NA,NA,NA,NA,NA,878123,67678,504,29619,608,162,71,2,0
No symbiont,100,50,12,175000,host,0,0,0,NA,NA,NA,NA,NA,NA,866377,69573,547,39151,1266,208,85,2,0
No symbiont,100,50,12,180000,host,0,0,0,NA,NA,NA,NA,NA,NA,874530,88837,1108,68632,1456,186,65,10,0
No symbiont,100,50,12,185000,host,0,0,0,NA,NA,NA,NA,NA,NA,959649,130312,1256,314013,3258,209,125,11,1
No symbiont,100,50,12,190000,host,0,0,0,NA,NA,NA,NA,NA,NA,1.11778e+06,171079,681,842517,1657,190,212,28,0
No symbiont,100,50,12,195000,host,0,0,0,NA,NA,NA,NA,NA,NA,1.17447e+06,177720,774,997388,36502,230,271,19,1
No symbiont,100,50,12,200000,host,0,0,0,NA,NA,NA,NA,NA,NA,1.24625e+06,178401,12343,852989,292196,278,354,19,2
No symbiont,100,50,12,205000,host,0,0,0,NA,NA,NA,NA,NA,NA,1.26905e+06,178821,11127,797469,414270,234,271,33,0
No symbiont,100,50,12,210000,host,0,0,0,NA,NA,NA,NA,NA,NA,1.369e+06,187265,6735,921736,411565,264,279,32,0
No symbiont,100,50,12,215000,host,0,0,0,NA,NA,NA,NA,NA,NA,844696,106802,988,527527,310596,151,181,24,0
No symbiont,100,50,12,220000,host,0,0,0,NA,NA,NA,NA,NA,NA,199236,24177,77,106354,90475,46,46,1,0
No symbiont,100,50,12,225000,host,0,0,0,NA,NA,NA,NA,NA,NA,200536,24586,95,121752,82594,61,33,4,0
No symbiont,100,50,12,230000,host,0,0,0,NA,NA,NA,NA,NA,NA,230149,31671,107,118367,81903,66,46,4,0
No symbiont,100,50,12,235000,host,0,0,0,NA,NA,NA,NA,NA,NA,270999,34244,97,128483,73942,82,64,5,0
No symbiont,100,50,12,240000,host,0,0,0,NA,NA,NA,NA,NA,NA,266371,32664,132,131940,72596,60,61,1,0
No symbiont,100,50,12,245000,host,0,0,0,NA,NA,NA,NA,NA,NA,257019,36598,447,147692,64792,61,48,6,0
No symbiont,100,50,12,250000,host,0,0,0,NA,NA,NA,NA,NA,NA,293894,42166,667,166700,52412,71,74,11,0
No symbiont,100,50,12,255000,host,0,0,0,NA,NA,NA,NA,NA,NA,261951,39705,104,163321,56552,76,62,1,0
No symbiont,100,50,12,260000,host,0,0,0,NA,NA,NA,NA,NA,NA,253421,39824,116,156566,60485,59,62,4,1
No symbiont,100,50,12,265000,host,0,0,0,NA,NA,NA,NA,NA,NA,267155,40198,152,147498,64141,57,74,2,1
No symbiont,100,50,12,270000,host,0,0,0,NA,NA,NA,NA,NA,NA,256195,34089,193,191559,43128,75,72,8,0
No symbiont,100,50,12,275000,host,0,0,0,NA,NA,NA,NA,NA,NA,228894,36471,125,212676,34296,67,52,4,0
No symbiont,100,50,12,280000,host,0,0,0,NA,NA,NA,NA,NA,NA,216997,41535,126,208837,36584,61,57,11,0
No symbiont,100,50,12,285000,host,0,0,0,NA,NA,NA,NA,NA,NA,227225,39388,128,191601,44748,65,56,8,0
No symbiont,100,50,12,290000,host,0,0,0,NA,NA,NA,NA,NA,NA,258017,37838,154,198393,39418,98,66,6,1
No symbiont,100,50,12,295000,host,0,0,0,NA,NA,NA,NA,NA,NA,234418,37019,132,208336,35874,76,78,7,0
No symbiont,100,50,12,300000,host,0,0,0,NA,NA,NA,NA,NA,NA,238078,34905,147,179180,50425,62,56,2,0
No symbiont,100,50,12,305000,host,0,0,0,NA,NA,NA,NA,NA,NA,253949,30600,137,177480,50645,66,69,11,1
No symbiont,100,50,12,310000,host,0,0,0,NA,NA,NA,NA,NA,NA,235325,25261,103,137686,72163,51,59,2,1
No symbiont,100,50,12,315000,host,0,0,0,NA,NA,NA,NA,NA,NA,219998,25787,91,125295,79308,57,66,4,0
No symbiont,100,50,12,320000,host,0,0,0,NA,NA,NA,NA,NA,NA,254416,32853,105,119413,79551,76,56,9,3
No symbiont,100,50,12,325000,host,0,0,0,NA,NA,NA,NA,NA,NA,262681,33294,96,146713,65486,54,71,6,2
No symbiont,100,50,12,330000,host,0,0,0,NA,NA,NA,NA,NA,NA,270007,34625,129,135110,70754,81,64,5,1
No symbiont,100,50,12,335000,host,0,0,0,NA,NA,NA,NA,NA,NA,255349,27536,142,136167,71608,87,71,4,0
No symbiont,100,50,12,340000,host,0,0,0,NA,NA,NA,NA,NA,NA,244603,26453,104,155308,62731,77,42,2,0
No symbiont,100,50,12,345000,host,0,0,0,NA,NA,NA,NA,NA,NA,286846,35800,121,161634,56083,61,63,5,0
No symbiont,100,50,12,350000,host,0,0,0,NA,NA,NA,NA,NA,NA,255684,29877,117,139423,69695,50,67,4,0
No symbiont,100,50,12,355000,host,0,0,0,NA,NA,NA,NA,NA,NA,224498,23513,82,108453,87721,59,56,3,0
No symbiont,100,50,12,360000,host,0,0,0,NA,NA,NA,NA,NA,NA,250903,23083,116,99504,90568,70,53,0,0
No symbiont,100,50,12,365000,host,0,0,0,NA,NA,NA,NA,NA,NA,262954,25233,122,104435,87242,68,49,5,0
No symbiont,100,50,12,370000,host,0,0,0,NA,NA,NA,NA,NA,NA,265700,21804,94,99357,89813,63,51,1,0
No symbiont,100,50,12,375000,host,0,0,0,NA,NA,NA,NA,NA,NA,255130,22157,90,105005,87538,74,36,2,1
No symbiont,100,50,12,380000,host,0,0,0,NA,NA,NA,NA,NA,NA,284678,24209,112,120482,77763,69,63,7,2
No symbiont,100,50,12,385000,host,0,0,0,NA,NA,NA,NA,NA,NA,254016,27318,117,100072,89891,63,49,2,0
No symbiont,100,50,12,390000,host,0,0,0,NA,NA,NA,NA,NA,NA,253210,25511,95,85016,97737,62,45,1,0
No symbiont,100,50,12,395000,host,0,0,0,NA,NA,NA,NA,NA,NA,274189,27304,146,85573,95847,81,57,3,0
No symbiont,100,50,12,400000,host,0,0,0,NA,NA,NA,NA,NA,NA,260855,31275,172,69345,104626,65,48,5,1
No symbiont,100,50,12,405000,host,0,0,0,NA,NA,NA,NA,NA,NA,247370,26735,1471,61033,109229,52,46,4,1
No symbiont,100,50,12,410000,host,0,0,0,NA,NA,NA,NA,NA,NA,278009,32314,109,88029,94121,59,56,2,0
No symbiont,100,50,12,415000,host,0,0,0,NA,NA,NA,NA,NA,NA,261629,31313,120,99078,89619,58,56,8,2
No symbiont,100,50,12,420000,host,0,0,0,NA,NA,NA,NA,NA,NA,250660,25372,100,120875,79917,60,59,3,1
No symbiont,100,50,12,425000,host,0,0,0,NA,NA,NA,NA,NA,NA,279806,32823,135,130675,72487,82,57,3,0
No symbiont,100,50,12,430000,host,0,0,0,NA,NA,NA,NA,NA,NA,282113,31123,244,155027,60154,66,54,2,0
No symbiont,100,50,12,435000,host,0,0,0,NA,NA,NA,NA,NA,NA,289321,29831,104,173933,50282,81,59,6,0
No symbiont,100,50,12,440000,host,0,0,0,NA,NA,NA,NA,NA,NA,244513,28211,801,155912,61950,73,51,4,0
No symbiont,100,50,12,445000,host,0,0,0,NA,NA,NA,NA,NA,NA,239200,23793,816,148521,66270,64,61,1,0
No symbiont,100,50,12,450000,host,0,0,0,NA,NA,NA,NA,NA,NA,239729,19127,794,145978,67771,52,50,1,0
No symbiont,100,50,12,455000,host,0,0,0,NA,NA,NA,NA,NA,NA,202416,13892,670,126716,80340,57,43,4,0
No symbiont,100,50,12,460000,host,0,0,0,NA,NA,NA,NA,NA,NA,187375,17449,70,102173,93659,49,50,2,0
No symbiont,100,50,12,465000,host,0,0,0,NA,NA,NA,NA,NA,NA,231400,24477,98,86573,98326,56,67,1,0
No symbiont,100,50,12,470000,host,0,0,0,NA,NA,NA,NA,NA,NA,236154,21434,93,68803,107089,52,38,4,1
No symbiont,100,50,12,475000,host,0,0,0,NA,NA,NA,NA,NA,NA,210493,12141,73,63717,111740,39,63,1,1
No symbiont,100,50,12,480000,host,0,0,0,NA,NA,NA,NA,NA,NA,221205,9886,65,63282,111565,57,51,2,0
No symbiont,100,50,12,485000,host,0,0,0,NA,NA,NA,NA,NA,NA,241511,12099,89,53361,115001,63,45,1,0
No symbiont,100,50,12,490000,host,0,0,0,NA,NA,NA,NA,NA,NA,227693,13771,77,50912,117169,50,43,3,0
No symbiont,100,50,12,495000,host,0,0,0,NA,NA,NA,NA,NA,NA,227076,11641,108,28180,128690,50,71,1,0
No symbiont,100,50,12,500000,host,0,0,0,NA,NA,NA,NA,NA,NA,216739,9063,69,27966,129711,62,49,2,0
No symbiont,100,50,12,505000,host,0,0,0,NA,NA,NA,NA,NA,NA,69328,1797,11,15788,145894,15,32,1,0
No symbiont,100,50,12,510000,host,0,0,0,NA,NA,NA,NA,NA,NA,46305,1451,3,9458,150948,18,21,0,0
No symbiont,100,50,12,515000,host,0,0,0,NA,NA,NA,NA,NA,NA,45878,466,0,2582,154804,10,32,0,0
No symbiont,100,50,12,520000,host,0,0,0,NA,NA,NA,NA,NA,NA,46651,27,0,33,156595,5,16,0,0
No symbiont,100,50,13,0,host,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
No symbiont,100,50,13,5000,host,0,0,0,NA,NA,NA,NA,NA,NA,1.9934e+06,0,432,177,380,10,0,0,0
No symbiont,100,50,13,10000,host,0,0,0,NA,NA,NA,NA,NA,NA,1.25012e+06,596,190,98,202,4,0,0,0
No symbiont,100,50,13,15000,host,0,0,0,NA,NA,NA,NA,NA,NA,964903,220,130,81,132,15,0,0,0
No symbiont,100,50,13,20000,host,0,0,0,NA,NA,NA,NA,NA,NA,811014,510,108,57,123,18,3,0,0
No symbiont,100,50,13,25000,host,0,0,0,NA,NA,NA,NA,NA,NA,729167,662,72,40,98,11,2,0,0
No symbiont,100,50,13,30000,host,0,0,0,NA,NA,NA,NA,NA,NA,681832,713,60,37,78,13,0,0,0
No symbiont,100,50,13,35000,host,0,0,0,NA,NA,NA,NA,NA,NA,646757,1873,53,51,71,17,3,0,0
No symbiont,100,50,13,40000,host,0,0,0,NA,NA,NA,NA,NA,NA,615864,1878,63,52,66,16,2,0,0
No symbiont,100,50,13,45000,host,0,0,0,NA,NA,NA,NA,NA,NA,611900,2248,49,50,69,8,4,0,0
No symbiont,100,50,13,50000,host,0,0,0,NA,NA,NA,NA,NA,NA,619906,2748,64,61,93,17,3,0,0
No symbiont,100,50,13,55000,host,0,0,0,NA,NA,NA,NA,NA,NA,612175,2684,51,54,70,11,6,0,0
No symbiont,100,50,13,60000,host,0,0,0,NA,NA,NA,NA,NA,NA,623923,3378,53,71,102,17,8,0,0
No symbiont,100,50,13,65000,host,0,0,0,NA,NA,NA,NA,NA,NA,626803,3889,77,75,91,18,9,0,0
No symbiont,100,50,13,70000,host,0,0,0,NA,NA,NA,NA,NA,NA,647524,4111,62,82,97,33,3,0,0
No symbiont,100,50,13,75000,host,0,0,0,NA,NA,NA,NA,NA,NA,669337,4589,84,109,108,28,12,0,0
No symbiont,100,50,13,80000,host,0,0,0,NA,NA,NA,NA,NA,NA,680489,5280,90,109,150,28,12,0,0
No symbiont,100,50,13,85000,host,0,0,0,NA,NA,NA,NA,NA,NA,683658,7794,118,126,150,39,9,1,0
No symbiont,100,50,13,90000,host,0,0,0,NA,NA,NA,NA,NA,NA,690718,8582,607,195,172,40,17,0,0
No symbiont,100,50,13,95000,host,0,0,0,NA,NA,NA,NA,NA,NA,704707,10013,827,233,209,34,22,2,0
No symbiont,100,50,13,100000,host,0,0,0,NA,NA,NA,NA,NA,NA,712946,18070,1820,347,229,72,14,2,1
No symbiont,100,50,13,105000,host,0,0,0,NA,NA,NA,NA,NA,NA,735568,26971,4164,605,258,65,17,2,0
No symbiont,100,50,13,110000,host,0,0,0,NA,NA,NA,NA,NA,NA,711897,40962,9524,222,284,83,20,3,2
No symbiont,100,50,13,115000,host,0,0,0,NA,NA,NA,NA,NA,NA,708333,53408,16144,229,291,79,21,6,3
No symbiont,100,50,13,120000,host,0,0,0,NA,NA,NA,NA,NA,NA,698475,76161,21789,325,284,81,29,1,3
No symbiont,100,50,13,125000,host,0,0,0,NA,NA,NA,NA,NA,NA,711997,101662,25262,1734,354,100,24,5,4
No symbiont,100,50,13,130000,host,0,0,0,NA,NA,NA,NA,NA,NA,705824,128615,32129,4225,435,111,34,7,4
No symbiont,100,50,13,135000,host,0,0,0,NA,NA,NA,NA,NA,NA,699001,169930,47247,7160,489,140,31,16,12
No symbiont,100,50,13,140000,host,0,0,0,NA,NA,NA,NA,NA,NA,695967,206033,56905,7589,559,152,46,11,3
No symbiont,100,50,13,145000,host,0,0,0,NA,NA,NA,NA,NA,NA,678802,220809,54835,10572,563,154,45,13,8
No symbiont,100,50,13,150000,host,0,0,0,NA,NA,NA,NA,NA,NA,681287,239615,59303,19720,591,465,43,15,4
No symbiont,100,50,13,155000,host,0,0,0,NA,NA,NA,NA,NA,NA,664756,257678,65941,21216,1405,1856,69,17,7
No symbiont,100,50,13,160000,host,0,0,0,NA,NA,NA,NA,NA,NA,678005,268065,64214,36164,3950,714,63,28,12
No symbiont,100,50,13,165000,host,0,0,0,NA,NA,NA,NA,NA,NA,677553,290633,75541,48020,5726,1422,57,29,12
No symbiont,100,50,13,170000,host,0,0,0,NA,NA,NA,NA,NA,NA,679197,301565,76390,71862,7211,2149,66,26,11
No symbiont,100,50,13,175000,host,0,0,0,NA,NA,NA,NA,NA,NA,727971,289183,61934,106663,11638,3509,84,13,14
No symbiont,100,50,13,180000,host,0,0,0,NA,NA,NA,NA,NA,NA,772800,252308,36516,161440,12723,4132,74,18,4
No symbiont,100,50,13,185000,host,0,0,0,NA,NA,NA,NA,NA,NA,815809,274488,42123,286792,10182,4110,108,25,7
No symbiont,100,50,13,190000,host,0,0,0,NA,NA,NA,NA,NA,NA,821313,378150,109984,452232,5174,2723,95,33,2
No symbiont,100,50,13,195000,host,0,0,0,NA,NA,NA,NA,NA,NA,723805,525043,234157,510331,2382,997,81,39,1
No symbiont,100,50,13,200000,host,0,0,0,NA,NA,NA,NA,NA,NA,587275,615938,302098,517042,2225,180,75,80,6
No symbiont,100,50,13,205000,host,0,0,0,NA,NA,NA,NA,NA,NA,525909,702088,305806,511356,753,172,80,59,1
No symbiont,100,50,13,210000,host,0,0,0,NA,NA,NA,NA,NA,NA,436825,718032,360393,463072,798,133,55,81,1
No symbiont,100,50,13,215000,host,0,0,0,NA,NA,NA,NA,NA,NA,371423,767208,416922,474903,758,134,43,76,1
No symbiont,100,50,13,220000,host,0,0,0,NA,NA,NA,NA,NA,NA,400310,796653,448470,515432,794,134,79,82,2
No symbiont,100,50,13,225000,host,0,0,0,NA,NA,NA,NA,NA,NA,411770,793755,400100,567086,820,142,58,72,4
No symbiont,100,50,13,230000,host,0,0,0,NA,NA,NA,NA,NA,NA,397712,566716,369908,487540,637,112,57,47,0
No symbiont,100,50,13,235000,host,0,0,0,NA,NA,NA,NA,NA,NA,167633,167490,128223,143340,221,81,31,19,3
No symbiont,100,50,13,240000,host,0,0,0,NA,NA,NA,NA,NA,NA,150634,145272,136735,139791,199,74,34,15,1
No symbiont,100,50,13,245000,host,0,0,0,NA,NA,NA,NA,NA,NA,137461,132868,157411,122365,196,54,40,10,0
No symbiont,100,50,13,250000,host,0,0,0,NA,NA,NA,NA,NA,NA,122970,141034,151756,128990,170,49,23,15,0
No symbiont,100,50,13,255000,host,0,0,0,NA,NA,NA,NA,NA,NA,109158,150726,139481,141679,208,58,17,17,2
No symbiont,100,50,13,260000,host,0,0,0,NA,NA,NA,NA,NA,NA,117086,166189,120442,157661,213,75,23,10,1
No symbiont,100,50,13,265000,host,0,0,0,NA,NA,NA,NA,NA,NA,120535,170468,86027,191151,226,74,11,17,2
No symbiont,100,50,13,270000,host,0,0,0,NA,NA,NA,NA,NA,NA,133184,178096,81733,192915,224,75,20,16,0
No symbiont,100,50,13,275000,host,0,0,0,NA,NA,NA,NA,NA,NA,137154,167198,87133,188268,237,76,26,18,0
No symbiont,100,50,13,280000,host,0,0,0,NA,NA,NA,NA,NA,NA,144110,183124,82007,190570,238,63,29,21,0
No symbiont,100,50,13,285000,host,0,0,0,NA,NA,NA,NA,NA,NA,140422,189343,94051,178107,269,63,23,20,1
No symbiont,100,50,13,290000,host,0,0,0,NA,NA,NA,NA,NA,NA,137322,187197,73874,198963,254,53,19,12,0
No symbiont,100,50,13,295000,host,0,0,0,NA,NA,NA,NA,NA,NA,131635,195427,67574,204629,429,50,19,21,0
No symbiont,100,50,13,300000,host,0,0,0,NA,NA,NA,NA,NA,NA,145716,200744,61031,206068,1787,67,15,19,2
No symbiont,100,50,13,305000,host,0,0,0,NA,NA,NA,NA,NA,NA,129136,190571,55684,217751,280,43,15,17,1
No symbiont,100,50,13,310000,host,0,0,0,NA,NA,NA,NA,NA,NA,136019,204928,73818,196962,217,67,31,21,1
No symbiont,100,50,13,315000,host,0,0,0,NA,NA,NA,NA,NA,NA,130782,185772,99502,174373,191,76,56,16,0
No symbiont,100,50,13,320000,host,0,0,0,NA,NA,NA,NA,NA,NA,125076,160559,93876,184008,165,53,45,22,0
No symbiont,100,50,13,325000,host,0,0,0,NA,NA,NA,NA,NA,NA,136334,170693,84584,190655,212,57,22,10,1
No symbiont,100,50,13,330000,host,0,0,0,NA,NA,NA,NA,NA,NA,131438,174616,75567,199688,290,56,14,10,0
No symbiont,100,50,13,335000,host,0,0,0,NA,NA,NA,NA,NA,NA,115470,176268,76508,200583,254,56,11,15,0
No symbiont,100,50,13,340000,host,0,0,0,NA,NA,NA,NA,NA,NA,124000,180882,87197,188231,218,52,26,16,0
No symbiont,100,50,13,345000,host,0,0,0,NA,NA,NA,NA,NA,NA,114874,172458,60348,217376,192,52,23,11,1
No symbiont,100,50,13,350000,host,0,0,0,NA,NA,NA,NA,NA,NA,103363,160761,57849,222837,200,48,19,15,0
No symbiont,100,50,13,355000,host,0,0,0,NA,NA,NA,NA,NA,NA,103719,162837,53173,227161,193,46,19,17,0
No symbiont,100,50,13,360000,host,0,0,0,NA,NA,NA,NA,NA,NA,109776,176242,43072,234714,202,65,26,23,0
No symbiont,100,50,13,365000,host,0,0,0,NA,NA,NA,NA,NA,NA,93042,207771,31858,244009,225,47,32,16,0
No symbiont,100,50,13,370000,host,0,0,0,NA,NA,NA,NA,NA,NA,81361,196408,33267,245662,192,47,15,16,0
No symbiont,100,50,13,375000,host,0,0,0,NA,NA,NA,NA,NA,NA,76347,176598,34249,247859,177,50,18,13,1
No symbiont,100,50,13,380000,host,0,0,0,NA,NA,NA,NA,NA,NA,74986,173497,39662,243053,154,34,11,24,0
No symbiont,100,50,13,385000,host,0,0,0,NA,NA,NA,NA,NA,NA,88246,184070,26200,253520,174,45,19,13,0
No symbiont,100,50,13,390000,host,0,0,0,NA,NA,NA,NA,NA,NA,90745,181839,21860,257781,186,45,10,18,0
No symbiont,100,50,13,395000,host,0,0,0,NA,NA,NA,NA,NA,NA,100916,184939,19224,258599,185,50,35,12,0
No symbiont,100,50,13,400000,host,0,0,0,NA,NA,NA,NA,NA,NA,108628,175427,24426,253667,186,50,34,9,0
No symbiont,100,50,13,405000,host,0,0,0,NA,NA,NA,NA,NA,NA,123749,170120,24816,252029,206,54,20,13,0
No symbiont,100,50,13,410000,host,0,0,0,NA,NA,NA,NA,NA,NA,112379,164061,22471,256652,185,50,10,22,0
No symbiont,100,50,13,415000,host,0,0,0,NA,NA,NA,NA,NA,NA,118015,174252,8877,268294,181,49,13,12,0
No symbiont,100,50,13,420000,host,0,0,0,NA,NA,NA,NA,NA,NA,104881,174719,4118,274458,185,44,22,29,0
No symbiont,100,50,13,425000,host,0,0,0,NA,NA,NA,NA,NA,NA,96640,187169,6648,271558,179,49,14,18,0
No symbiont,100,50,13,430000,host,0,0,0,NA,NA,NA,NA,NA,NA,89190,170456,9877,271288,209,71,17,16,0
No symbiont,100,50,13,435000,host,0,0,0,NA,NA,NA,NA,NA,NA,89686,185512,12159,267219,179,42,6,22,0
No symbiont,100,50,13,440000,host,0,0,0,NA,NA,NA,NA,NA,NA,80133,200799,18661,259823,193,54,11,29,0
No symbiont,100,50,13,445000,host,0,0,0,NA,NA,NA,NA,NA,NA,73372,205230,16033,262735,178,50,13,25,1
No symbiont,100,50,13,450000,host,0,0,0,NA,NA,NA,NA,NA,NA,84024,217817,14081,261681,200,40,15,36,0
No symbiont,100,50,13,455000,host,0,0,0,NA,NA,NA,NA,NA,NA,77465,216178,22104,254815,210,41,12,19,0
No symbiont,100,50,13,460000,host,0,0,0,NA,NA,NA,NA,NA,NA,80180,204000,27615,250476,206,46,6,21,1
No symbiont,100,50,13,465000,host,0,0,0,NA,NA,NA,NA,NA,NA,72749,197636,25174,254845,198,47,4,18,0
No symbiont,100,50,13,470000,host,0,0,0,NA,NA,NA,NA,NA,NA,83423,218761,38124,237777,202,40,20,22,1
No symbiont,100,50,13,475000,host,0,0,0,NA,NA,NA,NA,NA,NA,76912,222168,55081,221205,213,61,9,15,0
No symbiont,100,50,13,480000,host,0,0,0,NA,NA,NA,NA,NA,NA,83282,218714,47504,228398,233,51,8,15,1
No symbiont,100,50,13,485000,host,0,0,0,NA,NA,NA,NA,NA,NA,107460,228032,43229,228186,276,74,14,38,1
No symbiont,100,50,13,490000,host,0,0,0,NA,NA,NA,NA,NA,NA,139215,199534,51660,219483,255,57,24,19,0
No symbiont,100,50,13,495000,host,0,0,0,NA,NA,NA,NA,NA,NA,152994,194466,46845,223098,257,71,26,18,0
No symbiont,100,50,13,500000,host,0,0,0,NA,NA,NA,NA,NA,NA,151515,187507,33235,237736,263,68,30,9,0
No symbiont,100,50,13,505000,host,0,0,0,NA,NA,NA,NA,NA,NA,25780,69234,10062,292564,30,20,7,19,0
No symbiont,100,50,13,510000,host,0,0,0,NA,NA,NA,NA,NA,NA,9798,56154,2738,303701,1,2,3,11,1
No symbiont,100,50,13,515000,host,0,0,0,NA,NA,NA,NA,NA,NA,10112,58278,354,305818,1,3,4,5,0
No symbiont,100,50,13,520000,host,0,0,0,NA,NA,NA,NA,NA,NA,6406,56692,0,306942,0,1,0,12,0
No symbiont,100,50,14,0,host,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
No symbiont,100,50,14,5000,host,0,0,0,NA,NA,NA,NA,NA,NA,1.99265e+06,0,390,197,405,9,0,0,0
No symbiont,100,50,14,10000,host,0,0,0,NA,NA,NA,NA,NA,NA,1.24204e+06,889,196,104,206,15,0,0,0
No symbiont,100,50,14,15000,host,0,0,0,NA,NA,NA,NA,NA,NA,961210,1993,122,72,126,14,0,0,0
No symbiont,100,50,14,20000,host,0,0,0,NA,NA,NA,NA,NA,NA,824122,1172,117,80,127,12,0,0,0
No symbiont,100,50,14,25000,host,0,0,0,NA,NA,NA,NA,NA,NA,738028,879,82,57,76,14,0,0,0
No symbiont,100,50,14,30000,host,0,0,0,NA,NA,NA,NA,NA,NA,690908,1135,60,53,63,9,3,0,0
No symbiont,100,50,14,35000,host,0,0,0,NA,NA,NA,NA,NA,NA,642859,1551,59,48,59,6,2,0,0
No symbiont,100,50,14,40000,host,0,0,0,NA,NA,NA,NA,NA,NA,619096,2257,52,57,67,10,2,0,0
No symbiont,100,50,14,45000,host,0,0,0,NA,NA,NA,NA,NA,NA,610029,2401,71,52,60,12,1,0,0
No symbiont,100,50,14,50000,host,0,0,0,NA,NA,NA,NA,NA,NA,596843,2572,53,44,79,14,2,0,0
No symbiont,100,50,14,55000,host,0,0,0,NA,NA,NA,NA,NA,NA,589899,1979,64,55,60,20,3,0,0
No symbiont,100,50,14,60000,host,0,0,0,NA,NA,NA,NA,NA,NA,597899,2372,52,275,82,25,2,0,0
No symbiont,100,50,14,65000,host,0,0,0,NA,NA,NA,NA,NA,NA,596693,3234,53,61,90,18,5,0,0
No symbiont,100,50,14,70000,host,0,0,0,NA,NA,NA,NA,NA,NA,586395,4010,61,59,87,12,5,0,0
No symbiont,100,50,14,75000,host,0,0,0,NA,NA,NA,NA,NA,NA,589294,7387,729,90,105,35,6,0,0
No symbiont,100,50,14,80000,host,0,0,0,NA,NA,NA,NA,NA,NA,605121,11339,789,98,114,21,12,0,0
No symbiont,100,50,14,85000,host,0,0,0,NA,NA,NA,NA,NA,NA,616263,11081,801,113,123,28,8,0,0
No symbiont,100,50,14,90000,host,0,0,0,NA,NA,NA,NA,NA,NA,645408,11728,818,109,128,30,11,0,0
No symbiont,100,50,14,95000,host,0,0,0,NA,NA,NA,NA,NA,NA,672788,11386,333,125,190,50,19,0,0
No symbiont,100,50,14,100000,host,0,0,0,NA,NA,NA,NA,NA,NA,680041,14265,125,139,203,44,19,0,0
No symbiont,100,50,14,105000,host,0,0,0,NA,NA,NA,NA,NA,NA,677719,17303,153,142,215,60,15,1,0
