vert,rep,update,partner,donate_calls,donated,earned,steal_calls,stolen,mutualism,attempts_horiz,success_horiz,attempts_vert,task_NOT,task_NAND,task_AND,task_ORN,task_OR,task_ANDN,task_NOR,task_XOR,task_EQU
0.2,24,435000,symbiont,2014918,4.17451e+06,8.17438e+06,3436009,4.36371e+06,NA,63998,2034,410,576622,72653,577,116251,2647,355,84,6,1
0.2,24,440000,host,0,0,0,NA,NA,NA,NA,NA,NA,658420,56739,756,1709,700,304,66,2,0
0.2,24,440000,symbiont,2066459,4.50911e+06,8.51505e+06,3426379,4.66462e+06,NA,67686,2091,440,581544,70738,603,125234,2270,336,61,4,4
0.2,24,445000,host,0,0,0,NA,NA,NA,NA,NA,NA,658613,53509,1061,1585,758,307,54,1,1
0.2,24,445000,symbiont,2055862,4.76783e+06,9.34872e+06,3455118,4.86177e+06,NA,75437,2173,461,584553,76950,938,144144,2407,417,65,6,2
0.2,24,450000,host,0,0,0,NA,NA,NA,NA,NA,NA,644372,52230,1410,1828,671,274,50,2,0
0.2,24,450000,symbiont,2063133,4.75932e+06,9.69117e+06,3536764,4.85445e+06,NA,79325,2082,418,584348,72838,1874,150799,3177,370,75,8,4
0.2,24,455000,host,0,0,0,NA,NA,NA,NA,NA,NA,655469,50377,1265,2045,720,310,53,1,1
0.2,24,455000,symbiont,2096221,4.54438e+06,9.89104e+06,3591602,4.699e+06,NA,80456,2085,464,573262,78553,2147,158696,1905,399,78,7,1
0.2,24,460000,host,0,0,0,NA,NA,NA,NA,NA,NA,662588,50330,1227,1431,694,308,44,4,0
0.2,24,460000,symbiont,2085038,4.57497e+06,1.01332e+07,3590410,4.74384e+06,NA,82041,2126,441,580571,77216,1667,164886,1688,401,75,7,6
0.2,24,465000,host,0,0,0,NA,NA,NA,NA,NA,NA,657282,49931,1437,922,736,336,41,2,0
0.2,24,465000,symbiont,2095653,4.39758e+06,1.04657e+07,3639991,4.5925e+06,NA,87711,2138,435,598809,73466,1624,171272,1735,423,85,6,4
0.2,24,470000,host,0,0,0,NA,NA,NA,NA,NA,NA,649186,49192,1491,903,721,334,59,4,0
0.2,24,470000,symbiont,2148066,4.73208e+06,1.09043e+07,3598590,4.86235e+06,NA,89374,2049,422,608494,76432,1652,180459,1789,421,106,5,2
0.2,24,475000,host,0,0,0,NA,NA,NA,NA,NA,NA,644867,51523,1506,935,727,335,56,3,0
0.2,24,475000,symbiont,2264471,4.79493e+06,1.06327e+07,3571988,4.8931e+06,NA,86143,2005,454,603340,76363,1601,174946,1529,401,94,4,7
0.2,24,480000,host,0,0,0,NA,NA,NA,NA,NA,NA,659943,53622,1519,998,719,354,54,0,1
0.2,24,480000,symbiont,2253436,5.0153e+06,1.15202e+07,3535913,5.01211e+06,NA,92470,2093,413,620897,83114,1548,194835,1165,417,104,4,3
0.2,24,485000,host,0,0,0,NA,NA,NA,NA,NA,NA,664741,53151,1489,990,716,377,44,3,0
0.2,24,485000,symbiont,2283852,5.11342e+06,1.17149e+07,3538432,5.03113e+06,NA,94017,2206,468,610209,87852,1589,200749,1020,423,89,3,3
0.2,24,490000,host,0,0,0,NA,NA,NA,NA,NA,NA,656089,55655,1469,1144,751,320,63,1,1
0.2,24,490000,symbiont,2361241,4.85804e+06,1.20744e+07,3518837,4.76654e+06,NA,97816,2154,472,615429,93116,2374,206337,1598,456,104,2,6
0.2,24,495000,host,0,0,0,NA,NA,NA,NA,NA,NA,652285,53396,1298,1271,755,313,49,1,1
0.2,24,495000,symbiont,2392274,4.6907e+06,1.2622e+07,3425790,4.54169e+06,NA,101947,2194,499,635147,94401,1637,218037,1704,421,96,8,2
0.2,24,500000,host,0,0,0,NA,NA,NA,NA,NA,NA,662842,53529,1150,3808,724,338,57,1,0
0.2,24,500000,symbiont,2417424,4.8919e+06,1.23206e+07,3385083,4.73537e+06,NA,99909,2211,469,609921,94380,1581,213729,1655,441,91,10,9
0.2,24,505000,host,0,0,0,NA,NA,NA,NA,NA,NA,2.62722e+06,18414,791,3.89976e+06,817,675,326,0,2
0.2,24,505000,symbiont,5512641,1.38655e+08,1.68637e+08,1063844,2.75274e+06,NA,283956,246,198103,2.24076e+06,34995,1841,3.92158e+06,1986,1152,432,3,1
0.2,24,510000,host,0,0,0,NA,NA,NA,NA,NA,NA,1.42167e+06,504,121,2.22188e+06,132,197,166,0,0
0.2,24,510000,symbiont,4401068,4.61757e+07,5.15221e+07,8678,0,NA,43901,0,95182,665264,264,384,1.20287e+06,404,326,126,0,1
0.2,24,515000,host,0,0,0,NA,NA,NA,NA,NA,NA,125935,38,14,196637,11,19,18,0,0
0.2,24,515000,symbiont,4220563,3.76881e+06,4.04858e+06,1368,194.5,NA,2751,0,11222,55069,24,38,94798,29,31,9,0,1
0.2,24,520000,host,0,0,0,NA,NA,NA,NA,NA,NA,116353,41,13,184920,14,13,14,0,0
0.2,24,520000,symbiont,4585977,4.22499e+06,4.56614e+06,1117,0,NA,3366,0,11075,61914,21,31,106953,36,27,11,0,2
0.2,25,0,host,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
0.2,25,0,symbiont,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2,25,5000,host,0,0,0,NA,NA,NA,NA,NA,NA,1.32602e+06,128,430,261,385,28,15,0,0
0.2,25,5000,symbiont,17484,63741.5,3.5074e+06,49499,343910,0,32244,3625,60,691480,369,291,201,288,30,19,0,0
0.2,25,10000,host,0,0,0,NA,NA,NA,NA,NA,NA,1.09497e+06,119,317,227,286,31,31,0,0
0.2,25,10000,symbiont,37504,85902.6,3.18884e+06,112317,324982,0,31232,2884,1050,628250,534,221,190,240,54,31,0,0
0.2,25,15000,host,0,0,0,NA,NA,NA,NA,NA,NA,838355,191,185,154,180,41,24,0,0
0.2,25,15000,symbiont,51408,78554.7,2.6053e+06,172503,318916,NA,24662,3498,680,514476,321,146,145,173,31,21,0,0
0.2,25,20000,host,0,0,0,NA,NA,NA,NA,NA,NA,763115,346,166,137,166,38,18,0,0
0.2,25,20000,symbiont,63409,98613.5,2.62246e+06,240822,358663,NA,24560,2222,671,518589,232,123,124,143,32,28,0,0
0.2,25,25000,host,0,0,0,NA,NA,NA,NA,NA,NA,684571,509,122,117,147,40,29,0,0
0.2,25,25000,symbiont,72594,139599,2.44112e+06,291018,384322,NA,22466,2543,458,482134,833,108,109,127,41,26,0,0
0.2,25,30000,host,0,0,0,NA,NA,NA,NA,NA,NA,647812,708,122,123,144,46,22,0,0
0.2,25,30000,symbiont,87915,185444,2.46332e+06,349057,443939,NA,22633,2001,535,487296,624,103,128,112,31,19,0,0
0.2,25,35000,host,0,0,0,NA,NA,NA,NA,NA,NA,608373,1045,100,98,131,34,22,0,0
0.2,25,35000,symbiont,101614,217080,2.39741e+06,402765,479479,NA,21983,2096,411,473945,1113,108,99,112,23,19,0,0
0.2,25,40000,host,0,0,0,NA,NA,NA,NA,NA,NA,592254,1077,95,93,111,29,20,0,0
0.2,25,40000,symbiont,107483,210725,2.37831e+06,451681,484029,NA,21809,1838,433,469415,1311,88,73,166,34,14,0,0
0.2,25,45000,host,0,0,0,NA,NA,NA,NA,NA,NA,570865,1155,83,88,106,33,14,0,0
0.2,25,45000,symbiont,126314,228550,2.41806e+06,524532,531247,NA,22011,1874,383,473476,1865,89,117,350,32,16,0,0
0.2,25,50000,host,0,0,0,NA,NA,NA,NA,NA,NA,551523,1165,94,92,99,34,10,0,0
0.2,25,50000,symbiont,136366,261665,2.44431e+06,587216,568868,NA,22301,1676,394,478434,2164,106,131,341,33,12,0,0
0.2,25,55000,host,0,0,0,NA,NA,NA,NA,NA,NA,547250,1434,80,94,122,38,19,0,0
0.2,25,55000,symbiont,144850,279866,2.47472e+06,641434,603287,NA,22386,1789,329,482068,3299,127,224,360,31,16,0,0
0.2,25,60000,host,0,0,0,NA,NA,NA,NA,NA,NA,545963,1563,75,94,108,29,10,0,0
0.2,25,60000,symbiont,155865,306615,2.55664e+06,703056,639418,NA,23150,1702,392,497396,3443,118,325,382,44,4,0,0
0.2,25,65000,host,0,0,0,NA,NA,NA,NA,NA,NA,550906,1625,74,97,110,29,9,0,0
0.2,25,65000,symbiont,175197,380067,2.61182e+06,765338,755886,NA,23852,1633,342,507388,3865,144,353,374,44,14,0,0
0.2,25,70000,host,0,0,0,NA,NA,NA,NA,NA,NA,549248,1972,91,121,123,33,12,0,0
0.2,25,70000,symbiont,189891,409778,2.67376e+06,828892,795023,NA,24397,1641,361,518119,4192,139,472,386,54,16,0,0
0.2,25,75000,host,0,0,0,NA,NA,NA,NA,NA,NA,547583,2738,73,98,141,19,13,0,0
0.2,25,75000,symbiont,198375,430528,2.66342e+06,917213,846079,NA,24847,1598,307,512339,5314,157,698,419,63,15,0,0
0.2,25,80000,host,0,0,0,NA,NA,NA,NA,NA,NA,556061,2570,80,104,143,35,16,0,0
0.2,25,80000,symbiont,219732,478865,2.65921e+06,998223,892468,NA,24747,1660,347,511158,6036,141,618,436,60,20,0,0
0.2,25,85000,host,0,0,0,NA,NA,NA,NA,NA,NA,563967,2720,84,105,145,34,15,0,0
0.2,25,85000,symbiont,236897,482568,2.6453e+06,1093664,913779,NA,24642,1651,316,507988,7447,130,423,451,60,32,0,0
0.2,25,90000,host,0,0,0,NA,NA,NA,NA,NA,NA,568876,2921,103,162,162,33,14,0,0
0.2,25,90000,symbiont,258412,536181,2.6684e+06,1133875,985810,NA,24815,1645,363,514388,7164,155,295,422,75,16,0,1
0.2,25,95000,host,0,0,0,NA,NA,NA,NA,NA,NA,564524,3461,105,199,184,45,14,0,0
0.2,25,95000,symbiont,287958,621981,2.74306e+06,1192934,1.04665e+06,NA,25255,1656,346,529655,6469,167,252,452,83,17,1,0
0.2,25,100000,host,0,0,0,NA,NA,NA,NA,NA,NA,572038,5095,129,205,168,44,7,0,0
0.2,25,100000,symbiont,311805,686929,2.74258e+06,1260004,1.12539e+06,NA,25099,1658,359,527606,7277,192,264,491,91,21,0,0
0.2,25,105000,host,0,0,0,NA,NA,NA,NA,NA,NA,569376,5488,126,189,195,51,13,0,0
0.2,25,105000,symbiont,336550,745780,2.78493e+06,1314582,1.16045e+06,NA,25190,1649,354,533665,10089,192,292,476,73,18,0,0
0.2,25,110000,host,0,0,0,NA,NA,NA,NA,NA,NA,574338,6108,150,252,194,58,14,0,0
0.2,25,110000,symbiont,347263,747211,2.82249e+06,1343124,1.19817e+06,NA,25856,1687,342,539269,11981,182,270,473,87,21,0,0
0.2,25,115000,host,0,0,0,NA,NA,NA,NA,NA,NA,582994,5951,136,169,213,64,18,0,0
0.2,25,115000,symbiont,366479,831375,2.8899e+06,1395438,1.33435e+06,NA,26728,1661,344,549757,13102,201,385,515,91,20,3,0
0.2,25,120000,host,0,0,0,NA,NA,NA,NA,NA,NA,588789,6338,168,184,225,64,28,1,0
0.2,25,120000,symbiont,403180,861530,2.93864e+06,1521244,1.4096e+06,NA,27540,1708,353,558593,11815,206,563,541,91,33,0,0
0.2,25,125000,host,0,0,0,NA,NA,NA,NA,NA,NA,586870,6721,189,184,227,68,18,0,0
0.2,25,125000,symbiont,438504,936081,2.94304e+06,1577693,1.4827e+06,NA,27628,1627,356,559084,13067,209,530,510,101,24,0,0
0.2,25,130000,host,0,0,0,NA,NA,NA,NA,NA,NA,585061,7056,173,190,269,73,23,0,0
0.2,25,130000,symbiont,478459,991001,2.90628e+06,1636322,1.50127e+06,NA,27048,1652,361,548278,14754,231,555,580,114,26,0,0
0.2,25,135000,host,0,0,0,NA,NA,NA,NA,NA,NA,582738,6005,179,238,308,97,27,0,0
0.2,25,135000,symbiont,501027,1.04473e+06,2.91601e+06,1665186,1.57599e+06,NA,27185,1577,319,549366,14644,255,588,583,123,35,1,0
0.2,25,140000,host,0,0,0,NA,NA,NA,NA,NA,NA,585923,6604,195,238,280,89,29,0,0
0.2,25,140000,symbiont,518972,1.0767e+06,2.88661e+06,1682432,1.57768e+06,NA,26676,1624,320,542997,13509,239,863,589,111,24,1,0
0.2,25,145000,host,0,0,0,NA,NA,NA,NA,NA,NA,594214,8970,201,244,306,101,19,0,0
0.2,25,145000,symbiont,533105,1.16211e+06,2.93396e+06,1705001,1.65826e+06,NA,26884,1665,308,548834,12622,283,1340,588,136,24,0,0
0.2,25,150000,host,0,0,0,NA,NA,NA,NA,NA,NA,607669,9879,211,273,304,83,24,0,0
0.2,25,150000,symbiont,535740,1.18403e+06,2.95456e+06,1726990,1.70123e+06,NA,26997,1689,357,549514,14430,254,1495,607,136,34,0,0
0.2,25,155000,host,0,0,0,NA,NA,NA,NA,NA,NA,611367,10928,195,256,317,110,27,0,0
0.2,25,155000,symbiont,559298,1.26976e+06,2.9637e+06,1798774,1.81746e+06,NA,27300,1676,352,548301,15248,266,1771,599,145,30,1,0
0.2,25,160000,host,0,0,0,NA,NA,NA,NA,NA,NA,623358,12031,256,262,319,130,23,0,0
0.2,25,160000,symbiont,602750,1.38367e+06,2.93262e+06,1867229,1.95351e+06,NA,26815,1699,344,541002,13435,261,2136,608,139,30,0,0
0.2,25,165000,host,0,0,0,NA,NA,NA,NA,NA,NA,624636,14883,213,271,300,118,29,1,0
0.2,25,165000,symbiont,652086,1.55684e+06,2.94565e+06,1966706,2.13122e+06,NA,26792,1660,369,549073,13065,342,1732,436,138,37,1,0
0.2,25,170000,host,0,0,0,NA,NA,NA,NA,NA,NA,633079,14908,209,308,376,111,35,0,0
0.2,25,170000,symbiont,680392,1.66793e+06,3.00469e+06,2014661,2.25821e+06,NA,27276,1693,348,553440,14802,582,2185,442,142,37,1,0
0.2,25,175000,host,0,0,0,NA,NA,NA,NA,NA,NA,644322,13670,265,314,401,110,21,0,0
0.2,25,175000,symbiont,714991,1.64715e+06,2.95366e+06,2024508,2.25335e+06,NA,27073,1689,372,538667,14810,1104,2163,471,140,41,1,0
0.2,25,180000,host,0,0,0,NA,NA,NA,NA,NA,NA,658564,13259,230,316,366,121,33,0,0
0.2,25,180000,symbiont,734634,1.71774e+06,3.04398e+06,2028930,2.37072e+06,NA,28333,1780,361,549512,20635,1173,2286,469,159,29,0,0
0.2,25,185000,host,0,0,0,NA,NA,NA,NA,NA,NA,657842,13618,273,380,399,122,27,0,0
0.2,25,185000,symbiont,749746,1.74667e+06,3.1141e+06,2066322,2.38069e+06,NA,28805,1747,396,558693,24286,937,2613,494,153,30,2,1
0.2,25,190000,host,0,0,0,NA,NA,NA,NA,NA,NA,643706,16540,282,377,408,118,35,0,0
0.2,25,190000,symbiont,762137,1.76733e+06,3.14554e+06,2126440,2.39187e+06,NA,29021,1718,343,558349,26336,829,3304,478,152,39,1,0
0.2,25,195000,host,0,0,0,NA,NA,NA,NA,NA,NA,637037,20541,307,442,422,148,40,0,0
0.2,25,195000,symbiont,765715,1.80882e+06,3.13387e+06,2135857,2.40051e+06,NA,28729,1733,351,557375,28495,377,3378,468,145,31,2,0
0.2,25,200000,host,0,0,0,NA,NA,NA,NA,NA,NA,636661,23355,269,682,450,131,29,0,0
0.2,25,200000,symbiont,791353,1.88568e+06,3.0806e+06,2179866,2.46166e+06,NA,28149,1780,374,545611,29910,457,3028,515,194,42,1,0
0.2,25,205000,host,0,0,0,NA,NA,NA,NA,NA,NA,630104,25639,310,945,461,144,27,1,0
0.2,25,205000,symbiont,839803,2.0507e+06,3.12563e+06,2213282,2.58206e+06,NA,28107,1788,374,550196,28674,491,3819,501,165,31,2,1
0.2,25,210000,host,0,0,0,NA,NA,NA,NA,NA,NA,623640,24762,333,1009,483,137,25,0,0
0.2,25,210000,symbiont,882632,2.13139e+06,3.15461e+06,2233121,2.65133e+06,NA,27920,1746,379,553457,32417,497,3664,476,189,34,1,0
0.2,25,215000,host,0,0,0,NA,NA,NA,NA,NA,NA,643078,27229,382,1125,492,159,48,1,0
0.2,25,215000,symbiont,953547,2.28972e+06,3.2755e+06,2236405,2.82169e+06,NA,28372,1790,398,569280,33581,515,4419,546,180,35,1,0
0.2,25,220000,host,0,0,0,NA,NA,NA,NA,NA,NA,654786,27356,348,1368,493,164,42,1,0
0.2,25,220000,symbiont,989929,2.31248e+06,3.2801e+06,2232865,2.80392e+06,NA,28210,1865,395,563706,33929,540,5116,525,206,44,1,0
0.2,25,225000,host,0,0,0,NA,NA,NA,NA,NA,NA,659488,28619,342,1274,486,166,44,0,0
0.2,25,225000,symbiont,997176,2.36126e+06,3.3745e+06,2307001,2.86812e+06,NA,29733,2005,404,558561,35036,856,7689,538,189,36,1,2
0.2,25,230000,host,0,0,0,NA,NA,NA,NA,NA,NA,666345,27343,360,907,477,178,43,0,0
0.2,25,230000,symbiont,993341,2.44798e+06,3.48556e+06,2420358,3.01667e+06,NA,31229,1875,372,561559,41160,793,9208,617,198,42,0,0
0.2,25,235000,host,0,0,0,NA,NA,NA,NA,NA,NA,675470,29654,328,763,434,167,43,0,0
0.2,25,235000,symbiont,1020092,2.56104e+06,3.55668e+06,2487923,3.10179e+06,NA,31437,1868,394,555625,42472,748,11715,567,205,31,4,1
0.2,25,240000,host,0,0,0,NA,NA,NA,NA,NA,NA,686930,29182,394,890,479,167,44,1,0
0.2,25,240000,symbiont,1035291,2.66007e+06,3.48536e+06,2535109,3.19697e+06,NA,30603,1895,420,541309,42978,504,11810,592,206,46,1,0
0.2,25,245000,host,0,0,0,NA,NA,NA,NA,NA,NA,698592,29769,398,1307,485,182,44,2,0
0.2,25,245000,symbiont,1084537,2.69177e+06,3.4912e+06,2600568,3.28146e+06,NA,30994,1959,411,533716,44181,400,12989,544,205,39,0,0
0.2,25,250000,host,0,0,0,NA,NA,NA,NA,NA,NA,704671,31704,951,1179,504,187,46,3,0
0.2,25,250000,symbiont,1169904,2.94206e+06,3.55508e+06,2682977,3.55137e+06,NA,31517,1937,416,531831,47256,461,14256,602,207,37,2,0
0.2,25,255000,host,0,0,0,NA,NA,NA,NA,NA,NA,709967,32650,1314,1104,516,185,37,1,0
0.2,25,255000,symbiont,1243359,3.18224e+06,3.77002e+06,2770447,3.78595e+06,NA,33354,1938,389,528212,51447,881,19124,604,206,37,1,2
0.2,25,260000,host,0,0,0,NA,NA,NA,NA,NA,NA,728366,37048,1244,779,541,196,48,0,0
0.2,25,260000,symbiont,1273549,3.16766e+06,4.203e+06,2797394,3.79441e+06,NA,37626,2024,410,537078,53417,759,28548,645,243,42,3,0
0.2,25,265000,host,0,0,0,NA,NA,NA,NA,NA,NA,726114,38078,1075,734,557,216,57,0,0
0.2,25,265000,symbiont,1372250,3.57989e+06,4.77072e+06,2893247,4.12555e+06,NA,41699,2071,414,553998,59955,534,39914,698,250,41,4,0
0.2,25,270000,host,0,0,0,NA,NA,NA,NA,NA,NA,734853,37508,1073,819,545,229,55,2,0
0.2,25,270000,symbiont,1451705,4.10667e+06,5.10655e+06,2960511,4.64002e+06,NA,44229,1975,386,561223,62847,471,47078,712,253,42,2,0
0.2,25,275000,host,0,0,0,NA,NA,NA,NA,NA,NA,732424,37277,1031,1026,553,259,65,0,0
0.2,25,275000,symbiont,1471630,4.33374e+06,5.46971e+06,2998158,4.85937e+06,NA,46310,1993,415,564007,66551,525,55188,738,269,47,0,1
0.2,25,280000,host,0,0,0,NA,NA,NA,NA,NA,NA,720595,35368,1052,1089,559,251,43,2,1
0.2,25,280000,symbiont,1524666,4.29349e+06,5.76825e+06,3029704,4.74601e+06,NA,48836,1975,446,569668,73494,489,61096,755,270,42,0,1
0.2,25,285000,host,0,0,0,NA,NA,NA,NA,NA,NA,716125,35475,942,1034,575,245,49,3,1
0.2,25,285000,symbiont,1612813,4.39051e+06,6.13868e+06,3014811,4.74194e+06,NA,51427,1968,443,564058,79958,511,70296,722,279,38,1,0
0.2,25,290000,host,0,0,0,NA,NA,NA,NA,NA,NA,695010,32119,915,948,538,234,56,1,1
0.2,25,290000,symbiont,1617570,4.37881e+06,6.36192e+06,2996477,4.71004e+06,NA,53382,1938,399,565318,82705,524,75209,768,306,37,2,1
0.2,25,295000,host,0,0,0,NA,NA,NA,NA,NA,NA,675961,33478,972,722,571,243,41,2,0
0.2,25,295000,symbiont,1701895,4.77144e+06,6.82548e+06,2993879,4.92815e+06,NA,54728,1984,425,582681,81894,589,84296,921,297,54,3,2
0.2,25,300000,host,0,0,0,NA,NA,NA,NA,NA,NA,650689,39220,965,553,587,255,51,1,0
0.2,25,300000,symbiont,1795363,5.04107e+06,7.4698e+06,2941635,5.05499e+06,NA,59606,1946,386,602425,80392,556,98071,916,349,49,6,2
0.2,25,305000,host,0,0,0,NA,NA,NA,NA,NA,NA,639452,38391,899,465,581,256,50,4,0
0.2,25,305000,symbiont,1888985,5.32934e+06,7.51125e+06,2954447,5.32177e+06,NA,59408,1974,446,605807,83611,572,98354,924,305,49,2,2
0.2,25,310000,host,0,0,0,NA,NA,NA,NA,NA,NA,650473,35330,453,515,574,273,46,2,0
0.2,25,310000,symbiont,1922034,5.76927e+06,8.20684e+06,2983969,5.64039e+06,NA,64054,2057,435,622829,78563,551,114108,987,334,43,4,1
0.2,25,315000,host,0,0,0,NA,NA,NA,NA,NA,NA,661631,35152,410,613,655,262,74,2,0
0.2,25,315000,symbiont,1979350,6.22596e+06,9.18439e+06,3035019,5.93022e+06,NA,70555,2185,483,645676,79586,641,135685,865,352,41,1,3
0.2,25,320000,host,0,0,0,NA,NA,NA,NA,NA,NA,656539,34734,434,601,657,283,40,3,1
0.2,25,320000,symbiont,2054502,6.65355e+06,9.7031e+06,3074727,6.15856e+06,NA,74091,2270,508,660710,83133,958,145999,877,337,52,1,0
0.2,25,325000,host,0,0,0,NA,NA,NA,NA,NA,NA,651181,36328,437,603,610,276,44,1,0
0.2,25,325000,symbiont,2133091,6.74046e+06,1.0077e+07,3120447,6.22164e+06,NA,78124,2328,512,662831,81653,941,155201,903,344,52,3,1
0.2,25,330000,host,0,0,0,NA,NA,NA,NA,NA,NA,640206,35987,462,628,661,272,49,0,0
0.2,25,330000,symbiont,2213154,6.60666e+06,1.03954e+07,3155012,6.09732e+06,NA,82144,2213,478,668871,85771,958,161948,867,349,49,5,0
0.2,25,335000,host,0,0,0,NA,NA,NA,NA,NA,NA,638321,39776,511,1012,629,292,54,0,1
0.2,25,335000,symbiont,2272376,6.34748e+06,1.02942e+07,3190846,5.89933e+06,NA,82227,2201,453,655924,87489,1030,160618,928,360,46,1,2
0.2,25,340000,host,0,0,0,NA,NA,NA,NA,NA,NA,643876,41515,917,1227,652,282,52,1,0
0.2,25,340000,symbiont,2262573,6.35057e+06,1.04672e+07,3267412,5.92849e+06,NA,83942,2246,504,660928,91540,988,163915,877,374,47,3,2
0.2,25,345000,host,0,0,0,NA,NA,NA,NA,NA,NA,638645,47804,1708,1372,632,285,54,2,0
0.2,25,345000,symbiont,2217249,6.22777e+06,1.04459e+07,3257248,5.79662e+06,NA,83479,2233,473,661033,96630,1347,162089,1003,391,47,3,2
0.2,25,350000,host,0,0,0,NA,NA,NA,NA,NA,NA,624382,53778,1757,1338,672,304,58,0,0
0.2,25,350000,symbiont,2195881,5.77033e+06,1.03667e+07,3273112,5.44507e+06,NA,82983,2185,485,656373,98014,1298,160618,976,392,43,1,5
0.2,25,355000,host,0,0,0,NA,NA,NA,NA,NA,NA,619895,58751,1354,1812,654,300,50,1,0
0.2,25,355000,symbiont,2213633,6.07638e+06,1.11818e+07,3294073,5.6556e+06,NA,89185,2106,424,681747,104684,1322,176738,1056,406,54,2,4
0.2,25,360000,host,0,0,0,NA,NA,NA,NA,NA,NA,633857,60641,610,1850,686,327,46,2,0
0.2,25,360000,symbiont,2226551,6.62232e+06,1.14412e+07,3217553,5.96088e+06,NA,87865,2288,489,696318,112289,1988,179893,994,402,65,1,2
0.2,25,365000,host,0,0,0,NA,NA,NA,NA,NA,NA,624892,61151,501,1830,669,333,53,2,0
0.2,25,365000,symbiont,2245451,6.8552e+06,1.11296e+07,3263708,6.15432e+06,NA,83713,2296,475,694926,112528,2024,172210,1027,388,48,1,6
0.2,25,370000,host,0,0,0,NA,NA,NA,NA,NA,NA,623406,56217,476,1836,703,320,53,2,0
0.2,25,370000,symbiont,2233671,6.68032e+06,1.0536e+07,3295426,6.01397e+06,NA,79301,2228,516,667155,106696,1318,162160,1068,373,68,1,4
0.2,25,375000,host,0,0,0,NA,NA,NA,NA,NA,NA,604830,56591,508,1831,677,349,58,1,1
0.2,25,375000,symbiont,2250251,6.88951e+06,1.04531e+07,3351545,6.25935e+06,NA,79624,2284,470,658262,106942,1265,161411,1003,395,41,2,4
0.2,25,380000,host,0,0,0,NA,NA,NA,NA,NA,NA,606242,59202,649,1578,689,273,63,3,0
0.2,25,380000,symbiont,2265724,6.723e+06,1.05829e+07,3389305,6.16935e+06,NA,81888,2182,444,649742,106190,1321,165669,1050,394,41,4,3
0.2,25,385000,host,0,0,0,NA,NA,NA,NA,NA,NA,608131,63619,870,1357,682,344,61,2,0
0.2,25,385000,symbiont,2366814,6.96309e+06,1.09371e+07,3435440,6.42008e+06,NA,85555,2194,485,652783,107269,1357,174116,1005,381,37,1,3
0.2,25,390000,host,0,0,0,NA,NA,NA,NA,NA,NA,594101,63238,800,1250,689,298,61,4,1
0.2,25,390000,symbiont,2475000,7.02461e+06,1.09145e+07,3502597,6.37685e+06,NA,84238,2213,467,642632,112294,1294,174267,934,386,62,6,3
0.2,25,395000,host,0,0,0,NA,NA,NA,NA,NA,NA,570350,63372,729,1994,657,300,47,2,0
0.2,25,395000,symbiont,2530687,7.05132e+06,1.07619e+07,3483687,6.39444e+06,NA,82255,2123,450,624369,111029,1133,173008,978,421,40,2,2
0.2,25,400000,host,0,0,0,NA,NA,NA,NA,NA,NA,561114,60590,702,1823,663,322,49,0,1
0.2,25,400000,symbiont,2591124,7.25933e+06,1.10859e+07,3455733,6.41674e+06,NA,84998,2170,482,640020,113265,1326,178632,995,399,49,5,3
0.2,25,405000,host,0,0,0,NA,NA,NA,NA,NA,NA,562979,58243,696,2557,676,288,38,1,0
0.2,25,405000,symbiont,2613452,7.23347e+06,1.10105e+07,3459473,6.38486e+06,NA,84418,2241,479,635894,116858,1303,176826,1012,416,41,3,1
0.2,25,410000,host,0,0,0,NA,NA,NA,NA,NA,NA,556804,55318,969,2895,670,316,53,2,1
0.2,25,410000,symbiont,2586102,6.76229e+06,1.06401e+07,3411053,5.99854e+06,NA,81924,2113,458,627452,107423,1306,169719,1013,430,40,2,8
0.2,25,415000,host,0,0,0,NA,NA,NA,NA,NA,NA,551544,52972,865,3696,706,318,47,2,0
0.2,25,415000,symbiont,2539621,6.7528e+06,1.06683e+07,3362623,6.06035e+06,NA,82425,2103,443,633913,108411,1325,169639,958,407,49,3,2
0.2,25,420000,host,0,0,0,NA,NA,NA,NA,NA,NA,542194,57463,893,4928,682,324,51,3,0
0.2,25,420000,symbiont,2558637,7.25387e+06,1.06219e+07,3394769,6.46235e+06,NA,80331,2149,443,632438,109262,1330,168447,1001,422,40,5,4
0.2,25,425000,host,0,0,0,NA,NA,NA,NA,NA,NA,543799,59586,721,6070,666,330,53,4,0
0.2,25,425000,symbiont,2526598,7.22378e+06,1.0497e+07,3419858,6.39495e+06,NA,78808,2269,501,623430,110696,1347,166321,979,430,36,3,2
0.2,25,430000,host,0,0,0,NA,NA,NA,NA,NA,NA,529553,62970,664,6592,728,340,58,3,0
0.2,25,430000,symbiont,2564636,7.11076e+06,1.06345e+07,3399021,6.26308e+06,NA,79993,2306,459,621326,111118,1352,169803,1031,431,45,4,4
0.2,25,435000,host,0,0,0,NA,NA,NA,NA,NA,NA,536378,61389,642,6752,740,361,51,4,0
0.2,25,435000,symbiont,2581217,7.41201e+06,1.02727e+07,3361392,6.48168e+06,NA,77365,2239,484,608253,110273,1386,162580,1019,385,39,2,8
